"s0q_B" "s0q_V" "s0q_M" "s0q_SE" "s1q_B" "s1q_V" "s1q_M" "s1q_SE" "lq_B" "lq_V" "lq_M" "lq_SE" "cb_B" "cb_V" "cb_M" "cb_SE" "Qntl" "SS" "Scenario"
0.0521202678905828 0.165055079031931 0.173009994682703 0.0288069875172669 0.0823160242157304 0.180768628417358 0.198546084236274 0.0340906670723137 1.90794586765086 1.33717952576754 2.32948888577168 0.0880962271017837 0.0193674564835395 0.178399930679525 0.17935943549709 0.0326771643442437 5 "100" "Mixed"
0.0553897610948616 0.116261012361228 0.128728908976998 0.0190672623085785 0.0266892951199058 0.127775406421635 0.13047048097453 0.0254505083019571 0.225350887466015 0.228529783455159 0.3208686001245 0.0659675274220976 0.0102123974682465 0.121189872127496 0.1215590028884 0.0314620854300948 50 "100" "Mixed"
0.0625866285860764 0.180718044260559 0.19116338192136 0.0289465640474802 0.0456155742657118 0.200535460017129 0.205560299837172 0.0359739508988038 1.65391859555955 1.05261596389525 1.96018853374296 0.095722878965458 0.0121677739931038 0.190021956304599 0.190316290048688 0.0373079383953489 90 "100" "Mixed"
0.0665452318244229 0.213386349715971 0.223419937314081 0.0339679625563714 0.0692281916023788 0.236204883361924 0.246027430766635 0.0411070834727358 2.17486699450042 1.33829018913502 2.55328730335464 0.167447682531195 0.0235943744238563 0.238659752223635 0.239704429159264 0.0408497830012511 95 "100" "Mixed"
0.0206522152940714 0.0999120478148725 0.101975236591123 0.0285853192538386 0.0287523382417602 0.100369757600577 0.104358569877736 0.0189221720264638 1.92724996482178 1.32642485356364 2.33921694508327 0.0836400902020161 0.0149848470684524 0.0942889009917703 0.095425636466573 0.0155299032307668 5 "300" "Mixed"
0.01530899624393 0.069706112335975 0.0713333619065808 0.015370216477307 0.0086715019023941 0.0699633098461146 0.0704639255587002 0.013284619809784 0.225166506062781 0.094454437234667 0.24415706937364 0.0126342466114909 0.00920814674298963 0.0644498032970048 0.065072369976189 0.016089897864974 50 "300" "Mixed"
0.0155758799828887 0.109653537848152 0.110699966131408 0.0175274809097656 0.0126460302154712 0.112075120207521 0.112730625018987 0.0175792393188207 1.65638918047367 1.03518773499163 1.95298928574139 0.0961624918726176 0.0074844187198038 0.101329399541166 0.101554891993125 0.0184034266679159 90 "300" "Mixed"
0.0221847152441955 0.129723842486891 0.131543181597224 0.0246297352175809 0.0169613165539786 0.131736091208223 0.132758162040376 0.0204796285330048 2.17420167513732 1.32646782744643 2.54654870452602 0.170095683355623 0.0155538320576174 0.126492686469488 0.127382577388803 0.0194724242044498 95 "300" "Mixed"
0.0140332329985785 0.0752750271221488 0.0765349267127394 0.0155876622480972 0.0222781756487959 0.0812112158867014 0.084172343643558 0.0161179288579502 1.92612426683101 1.33505654247866 2.34319190142821 0.0841550789736674 0.0145678931742142 0.0723323843732417 0.073749341467057 0.0115865075284174 5 "500" "Mixed"
0.00720516901154274 0.0539580467502478 0.0544102361580771 0.0111165182133064 0.00655276092686223 0.0579108486262982 0.0582516214194423 0.011468294227392 0.224801997281138 0.0723980148374342 0.236161319994274 0.00920767901145368 0.00900144163603889 0.0497464148002556 0.0505297638152072 0.0135032854579352 50 "500" "Mixed"
0.00854917679407465 0.0861934008054226 0.0865734454894696 0.0143047313866265 0.0102429353858401 0.0908275051816181 0.0913581073968689 0.0166212333952389 1.65700605440717 1.04069152086426 1.95643166686169 0.0976146077478335 0.00725213216432243 0.0778523149154832 0.0781505942120126 0.0145894627266396 90 "500" "Mixed"
