"s0q_B" "s0q_V" "s0q_M" "s0q_SE" "s1q_B" "s1q_V" "s1q_M" "s1q_SE" "lq_B" "lq_V" "lq_M" "lq_SE" "cb_B" "cb_V" "cb_M" "cb_SE" "Qntl" "SS" "Scenario"
0.0518064815748371 0.20369870015499 0.210084694391456 0.0560823861222397 0.0803810707810326 0.229417691725961 0.242983458983315 0.0665253572744644 1.9033529918342 1.26470169302154 2.28486837990363 0.761616109128349 0.0217397784959739 0.22841023280727 0.229328762229412 0.0742698532062059 5 "100" "Mixed"
0.0546798955968571 0.128881426756863 0.139941783335803 0.0334828756407618 0.0266820327293862 0.147184032328679 0.149510558502499 0.0415140951135125 0.227144695948097 0.297470064957237 0.374158608084152 0.132143662645906 0.0119137053552003 0.13633859612655 0.136790207822984 0.0417086895087182 50 "100" "Mixed"
0.0591509692607527 0.204249027143473 0.212543606322214 0.0536705654312915 0.0385731358649448 0.239404565149085 0.242373922027234 0.078323682320759 1.65779411221238 1.00076904408278 1.93618657659865 0.589230184679048 0.0100167622655716 0.213160366597194 0.213289099750192 0.0802098908767726 90 "100" "Mixed"
0.0624148358864713 0.242724745804782 0.250503490320006 0.0625458640800465 0.0611675265541777 0.284483742800007 0.290846239828434 0.09119091840882 2.18376138876137 1.2623168122505 2.52203570430729 0.747516455839259 0.0182519776840625 0.27240070510669 0.272875569972577 0.089749314896092 95 "100" "Mixed"
0.0219355878485881 0.121513064457659 0.123417297909654 0.033328569419302 0.0302453883522624 0.12630045973428 0.129810006700333 0.0361725846616765 1.97798879794348 1.26670528102858 2.34848406669209 0.822751777058546 0.0154925724043676 0.120772454661782 0.121702175900564 0.035012487409212 5 "300" "Mixed"
0.0155877715412223 0.0766351168736053 0.0781667884636069 0.0188541112434587 0.00916221456422787 0.0787749731698357 0.0792668725082009 0.0203405728567824 0.226122198468832 0.106522709470826 0.249933969651488 0.0207313927514202 0.00942333862705357 0.0744611122517507 0.0750180784305368 0.0237110159659028 50 "300" "Mixed"
0.0145759187925177 0.121364695468853 0.122176582558145 0.028702563259103 0.010740137591772 0.126112612214839 0.126506273062567 0.0298557585058953 1.70470669973433 0.99086779691367 1.97151264365428 0.647244005505592 0.00805268858349477 0.110356460119467 0.110594825987621 0.0324585992979733 90 "300" "Mixed"
0.0215713972989156 0.143523272155828 0.145064316432723 0.0353150618833439 0.0161174759204613 0.149629102531789 0.150420252912268 0.0359250200630823 2.23917664727508 1.26860486916737 2.57325883141653 0.820899793003499 0.0151817843721082 0.141998916123499 0.142737574116942 0.0405596171916986 95 "300" "Mixed"
0.0145292018429761 0.0944110008572871 0.0954757631652439 0.0256072363880012 0.0226856811803845 0.104133329578597 0.106524864277846 0.0283498045269953 2.04423174321736 1.26693112402083 2.40466063687107 0.819309393932811 0.0144425958935979 0.0936519825446961 0.0947127853928037 0.0279828848768059 5 "500" "Mixed"
0.00697958233393951 0.0588914461678523 0.0592743519480858 0.0132998046995004 0.0074489491064304 0.0648868413263282 0.0652807683619072 0.0147726436248676 0.224732178474866 0.0810548679169472 0.238888831391255 0.0161156808487676 0.00898475561386534 0.0573619984916526 0.0580330449444649 0.0183313899180874 50 "500" "Mixed"
0.00797969492848021 0.0945403745935012 0.0948294262188845 0.0212726262793633 0.0106656570620746 0.103874599618321 0.10436905074775 0.0250992945818157 1.7638478743709 0.987690932834873 2.02131570254331 0.646635992152609 0.00715465868472664 0.0835248082826936 0.0837890586291372 0.0231428665777412 90 "500" "Mixed"
0.0153335646591622 0.110772607387675 0.111773960214681 0.0251697842007171 0.0135082799587518 0.122679615804647 0.123360088656283 0.0299649159121049 2.31546164156771 1.26612354991716 2.63871718613091 0.821447302149631 0.0150313844791329 0.107042311806383 0.10803953433673 0.0267993460078011 95 "500" "Mixed"
0.0412818337779507 0.143580857391879 0.149328620655412 0.0341376071965418 0.0964415015009067 0.166707330837617 0.192521443046215 0.0529110710685131 1.77695675429278 1.27519659252022 2.18679572202168 0.72802775544993 0.0138606258315319 0.134968269211835 0.135610966403112 0.0369957966370059 5 "100" "Positive"
0.0454739102351752 0.13884597578193 0.146036992909065 0.0363086683331337 0.0244286577851406 0.158313572933882 0.160108973854997 0.0466620920020124 0.180957299884048 0.299815969813663 0.3500646661988 0.153206499060311 0.00766025583717785 0.131498533039224 0.131655808253063 0.0404228079172914 50 "100" "Positive"
